hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Discount,Cost
"City Hotel",1,27,2019,September,39,23,0,1,3,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,1,"No Deposit",13,NULL,0,Contract,128.2,0,1,Canceled,31/08/2019,0.3,12.99
"City Hotel",1,27,2019,September,39,23,0,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",13,NULL,0,Contract,99.2,0,0,Canceled,31/08/2019,0.3,12.99
"City Hotel",1,83,2019,September,39,23,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",1,NULL,0,Transient-Party,60,0,0,Canceled,17/09/2019,0.1,12.99
"City Hotel",1,83,2019,September,39,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",1,NULL,0,Transient-Party,62,0,0,Canceled,17/09/2019,0.1,12.99
"City Hotel",1,86,2019,September,39,24,0,2,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",12,NULL,0,Transient-Party,120,0,0,Canceled,05/08/2019,0.3,17.99
"City Hotel",1,26,2019,September,39,24,1,3,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",9,NULL,0,Transient,231,0,1,Canceled,15/09/2019,0.3,12.99
"City Hotel",1,31,2019,September,39,25,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,200,0,2,Canceled,12/09/2019,0.3,12.99
"City Hotel",1,20,2019,September,39,25,1,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,D,0,"No Deposit",13,NULL,0,Group,160,0,0,Canceled,25/09/2019,0.3,12.99
"City Hotel",1,87,2019,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,09/09/2019,0.1,12.99
"City Hotel",1,35,2019,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,09/09/2019,0.1,12.99
"City Hotel",1,192,2019,September,39,25,2,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",6,NULL,0,Transient-Party,19.15,0,0,Canceled,13/08/2019,0.3,12.99
"City Hotel",1,23,2019,September,39,26,0,1,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,F,F,1,"No Deposit",9,NULL,0,Contract,250,0,1,Canceled,04/09/2019,0.3,12.99
"City Hotel",1,88,2019,September,39,26,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,09/09/2019,0.1,12.99
"City Hotel",1,88,2019,September,39,26,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,21/08/2019,0.1,12.99
"City Hotel",1,33,2019,September,39,26,2,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",16,NULL,0,Transient,57.92,0,1,Canceled,24/08/2019,0.3,12.99
"City Hotel",1,53,2019,September,39,26,2,3,3,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",13,NULL,0,Contract,167.22,0,1,Canceled,23/09/2019,0.3,12.99
"City Hotel",1,89,2019,September,40,27,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,22/09/2019,0.1,12.99
"City Hotel",1,89,2019,September,40,27,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,09/09/2019,0.1,12.99
"City Hotel",1,90,2019,September,40,28,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,22/09/2019,0.1,12.99
"City Hotel",1,96,2019,September,40,28,1,1,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",3,NULL,0,Transient-Party,138,0,0,Canceled,22/08/2019,0.3,17.99
"City Hotel",1,96,2019,September,40,28,1,1,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",3,NULL,0,Transient,123.5,0,0,Canceled,22/08/2019,0.3,17.99
"City Hotel",1,96,2019,September,40,28,1,1,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,E,E,1,"No Deposit",3,NULL,0,Transient-Party,138,0,0,Canceled,22/08/2019,0.3,17.99
"City Hotel",1,96,2019,September,40,28,1,1,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",3,NULL,0,Transient-Party,123.5,0,0,Canceled,22/08/2019,0.3,17.99
"City Hotel",1,39,2019,September,40,28,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,250,0,0,Canceled,22/09/2019,0.1,12.99
"City Hotel",1,68,2019,September,40,28,0,2,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",20,NULL,0,Transient-Party,0,0,0,Canceled,24/09/2019,0.3,17.99
"City Hotel",1,68,2019,September,40,28,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",20,NULL,0,Transient-Party,48,0,0,Canceled,11/09/2019,0.3,12.99
"City Hotel",1,68,2019,September,40,28,0,2,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,1,"No Deposit",20,NULL,0,Transient-Party,58,0,0,Canceled,24/09/2019,0.3,17.99
"City Hotel",1,21,2019,September,40,28,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,133.5,0,0,Canceled,09/09/2019,0.3,12.99
"City Hotel",1,20,2019,September,40,28,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,136.67,0,2,Canceled,14/09/2019,0.3,12.99
"City Hotel",1,92,2019,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,21/08/2019,0.1,12.99
"City Hotel",1,83,2019,September,40,30,0,1,2,0,0,HB,ITA,"Offline TA/TO",TA/TO,0,0,0,A,D,0,"No Deposit",26,NULL,77,Transient-Party,112.2,0,0,Canceled,29/09/2019,0.3,17.99
"City Hotel",1,92,2019,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,09/09/2019,0.1,12.99
"City Hotel",1,78,2019,September,40,30,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",7,NULL,0,Transient,62.18,0,2,Canceled,20/07/2019,0.3,12.99
"City Hotel",1,30,2019,September,40,30,0,2,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",3,NULL,0,Transient,121,0,0,Canceled,15/09/2019,0.3,17.99
"City Hotel",1,27,2019,September,40,30,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",64,NULL,21,Transient,108,0,0,Canceled,24/09/2019,0.3,12.99
"City Hotel",1,28,2019,September,40,30,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,105,0,1,Canceled,18/09/2019,0.3,12.99
"City Hotel",1,33,2019,October,40,1,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,79.35,0,1,Canceled,30/09/2019,0.1,12.99
"City Hotel",1,199,2019,October,40,1,2,7,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",8,NULL,0,Transient,94.5,0,0,Canceled,27/04/2019,0.3,12.99
"City Hotel",1,31,2019,October,40,2,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Group,111.6,0,1,Canceled,02/09/2019,0.3,12.99
"City Hotel",1,164,2019,October,40,2,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",19,NULL,0,Transient-Party,100,0,0,Canceled,01/10/2019,0.3,12.99
"City Hotel",1,164,2019,October,40,2,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",19,NULL,0,Transient-Party,100,0,0,Canceled,16/09/2019,0.3,12.99
"City Hotel",1,164,2019,October,40,2,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",19,NULL,0,Transient-Party,100,0,0,Canceled,23/09/2019,0.3,12.99
"City Hotel",1,164,2019,October,40,2,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,D,0,"No Deposit",19,NULL,0,Transient-Party,100,0,0,Canceled,01/10/2019,0.3,12.99
"City Hotel",1,198,2019,October,40,3,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",1,NULL,0,Transient-Party,60,0,0,Canceled,01/10/2019,0.1,12.99
"City Hotel",1,86,2019,October,40,3,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",1,NULL,0,Transient-Party,86,0,0,Canceled,28/09/2019,0.1,17.99
"City Hotel",1,89,2019,October,40,3,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,62,0,0,Canceled,09/09/2019,0.1,12.99
"City Hotel",1,89,2019,October,40,3,2,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",1,NULL,0,Transient,60,0,0,Canceled,09/09/2019,0.1,12.99
"City Hotel",1,31,2019,October,40,3,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,102.99,0,2,Canceled,08/09/2019,0.3,12.99
"City Hotel",1,61,2019,October,41,4,2,0,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",12,NULL,0,Transient-Party,35.2,0,0,Canceled,14/09/2019,0.3,17.99
"City Hotel",1,39,2019,October,41,4,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,94.5,0,2,Canceled,28/08/2019,0.3,12.99
"City Hotel",1,26,2019,October,41,4,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",7,NULL,0,Transient,79.85,0,1,Canceled,18/09/2019,0.3,12.99
"City Hotel",1,32,2019,October,41,4,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,94.5,0,1,Canceled,10/09/2019,0.3,12.99
"City Hotel",1,28,2019,October,41,5,1,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",3,NULL,0,Transient-Party,70,0,0,Canceled,28/09/2019,0.3,12.99
"City Hotel",1,33,2019,October,41,5,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,"No Deposit",37,NULL,0,Transient,147.6,0,0,Canceled,10/09/2019,0.1,17.99
"City Hotel",1,40,2019,October,41,5,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,94.5,0,2,Canceled,17/09/2019,0.3,12.99
"City Hotel",1,97,2019,October,41,5,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",29,NULL,0,Transient,140,0,0,Canceled,03/07/2019,0.1,12.99
"City Hotel",1,30,2019,October,41,5,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,97.92,0,1,Canceled,10/09/2019,0.3,12.99
"City Hotel",1,42,2019,October,41,6,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",8,NULL,0,Transient,86.4,0,1,Canceled,02/10/2019,0.3,12.99
"City Hotel",1,104,2019,October,41,6,0,2,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,1,"No Deposit",3,NULL,0,Transient-Party,114,0,1,Canceled,22/08/2019,0.3,17.99
"City Hotel",1,104,2019,October,41,6,0,2,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,1,"No Deposit",3,NULL,0,Transient-Party,91.5,0,0,Canceled,22/08/2019,0.3,17.99
"City Hotel",1,41,2019,October,41,6,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,98.67,0,2,Canceled,21/09/2019,0.3,12.99
"City Hotel",1,32,2019,October,41,6,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,94.5,0,2,Canceled,04/09/2019,0.3,12.99
"City Hotel",1,81,2019,October,41,6,0,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,80.75,0,1,Canceled,07/09/2019,0.3,12.99
"City Hotel",1,33,2019,October,41,6,0,4,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,89.78,0,1,Canceled,03/09/2019,0.3,12.99
"City Hotel",1,33,2019,October,41,6,0,4,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",9,NULL,0,Contract,159.75,0,2,Canceled,03/09/2019,0.3,12.99
"City Hotel",1,97,2019,October,41,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",1,NULL,0,Transient-Party,62,0,0,Canceled,01/10/2019,0.1,12.99
"City Hotel",1,30,2019,October,41,7,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",8,NULL,0,Transient,94.5,0,2,Canceled,07/10/2019,0.3,12.99
"City Hotel",1,135,2019,October,41,7,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,89.25,0,0,Canceled,29/06/2019,0.3,12.99
"City Hotel",1,3,2019,October,41,7,0,4,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",3,NULL,0,Transient,70,0,0,Canceled,04/10/2019,0.3,12.99
"City Hotel",1,34,2019,October,41,7,2,4,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",27,NULL,0,Transient,70.83,0,0,Canceled,03/09/2019,0.3,12.99
"City Hotel",1,210,2019,October,41,8,1,3,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",12,NULL,0,Transient-Party,86,0,0,Canceled,30/06/2019,0.3,17.99
"City Hotel",1,210,2019,October,41,8,1,3,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,B,0,"No Deposit",12,NULL,0,Transient-Party,0,0,0,Canceled,05/10/2019,0.3,17.99
"City Hotel",1,210,2019,October,41,8,1,3,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",12,NULL,0,Transient-Party,0,0,0,Canceled,05/10/2019,0.3,17.99
"City Hotel",1,210,2019,October,41,8,1,3,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,D,0,"No Deposit",12,NULL,0,Transient-Party,72.75,0,0,Canceled,07/10/2019,0.3,17.99
"City Hotel",1,59,2019,October,41,8,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,89.25,0,2,Canceled,24/09/2019,0.3,12.99
"City Hotel",1,48,2019,October,41,9,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",22,NULL,0,Transient,87.3,0,0,Canceled,01/09/2019,0.3,12.99
"City Hotel",1,66,2019,October,41,9,1,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",21,NULL,0,Transient-Party,75,0,0,Canceled,25/08/2019,0.3,12.99
"City Hotel",1,76,2019,October,41,9,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,98.25,0,2,Canceled,15/09/2019,0.3,12.99
"City Hotel",1,98,2019,October,41,9,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",32,NULL,0,Contract,85,0,0,Canceled,03/07/2019,0.1,12.99
"City Hotel",1,56,2019,October,41,9,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,B,B,1,"No Deposit",7,NULL,0,Transient-Party,68.72,0,0,Canceled,09/10/2019,0.3,12.99
"City Hotel",1,174,2019,October,41,10,1,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",3,NULL,0,Transient,70,0,0,Canceled,31/08/2019,0.3,12.99
"City Hotel",1,79,2019,October,41,10,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",1,NULL,0,Transient-Party,62,0,0,Canceled,06/10/2019,0.1,12.99
"City Hotel",1,79,2019,October,41,10,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",1,NULL,0,Transient-Party,60,0,0,Canceled,01/10/2019,0.1,12.99
"City Hotel",1,41,2019,October,42,11,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",14,NULL,0,Transient,120,0,0,Canceled,09/10/2019,0.1,12.99
"City Hotel",1,68,2019,October,42,11,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,B,0,"No Deposit",8,NULL,0,Transient-Party,89.25,0,1,Canceled,22/08/2019,0.3,12.99
"City Hotel",1,73,2019,October,42,11,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,89.25,0,3,Canceled,04/08/2019,0.3,12.99
"City Hotel",1,105,2019,October,42,12,1,2,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",21,NULL,0,Transient,110,0,0,Canceled,18/08/2019,0.3,17.99
"City Hotel",1,53,2019,October,42,12,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",14,NULL,0,Transient,105,0,0,Canceled,09/09/2019,0.1,12.99
"City Hotel",1,38,2019,October,42,13,0,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",13,NULL,0,Group,84,0,0,Canceled,07/09/2019,0.3,12.99
"City Hotel",1,36,2019,October,42,13,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",13,NULL,0,Group,75.6,0,0,Canceled,09/09/2019,0.3,12.99
"City Hotel",1,63,2019,October,42,14,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",7,NULL,0,Transient,89.25,0,0,Canceled,26/08/2019,0.3,12.99
"City Hotel",1,59,2019,October,42,15,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,89.25,0,2,Canceled,26/08/2019,0.3,12.99
"City Hotel",1,44,2019,October,42,15,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,103.05,0,1,Canceled,17/09/2019,0.3,12.99
"City Hotel",1,193,2019,October,42,15,0,3,2,0,0,BB,NULL,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",12,NULL,0,Transient,65,0,0,Canceled,16/09/2019,0.3,12.99
"City Hotel",1,56,2019,October,42,15,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",7,NULL,0,Transient,72.76,0,1,Canceled,14/10/2019,0.3,12.99
"City Hotel",1,100,2019,October,42,16,0,1,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",6,NULL,0,Transient,108,0,0,Canceled,28/09/2019,0.3,17.99
"City Hotel",1,180,2019,October,42,16,0,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",3,NULL,0,Transient,70,0,0,Canceled,31/08/2019,0.3,12.99
"City Hotel",1,102,2019,October,42,16,0,2,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",6,NULL,0,Transient-Party,101.5,0,0,Canceled,06/07/2019,0.3,17.99
"City Hotel",1,102,2019,October,42,16,0,2,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"Non Refund",6,NULL,0,Transient-Party,80,0,0,Canceled,06/07/2019,0.3,17.99
"City Hotel",1,102,2019,October,42,16,0,2,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,D,0,"No Deposit",6,NULL,0,Transient-Party,87,0,0,Canceled,16/10/2019,0.3,17.99
"City Hotel",1,102,2019,October,42,16,0,2,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",6,NULL,0,Transient-Party,87,0,0,Canceled,16/10/2019,0.3,17.99
"City Hotel",1,47,2019,October,42,17,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,"No Deposit",14,NULL,0,Transient,120,0,0,Canceled,09/10/2019,0.1,12.99
"City Hotel",1,195,2019,October,42,17,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,89.25,0,1,Canceled,17/10/2019,0.3,12.99
"City Hotel",1,38,2019,October,42,17,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,105.12,0,2,Canceled,21/09/2019,0.3,12.99
"City Hotel",1,39,2019,October,43,18,2,2,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,94.5,0,2,Canceled,09/09/2019,0.3,12.99
"City Hotel",1,204,2019,October,43,18,2,2,3,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",8,NULL,0,Transient,137,0,0,Canceled,27/07/2019,0.3,12.99
"City Hotel",1,50,2019,October,43,18,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,94.5,0,0,Canceled,07/09/2019,0.3,12.99
"City Hotel",1,42,2019,October,43,19,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,94.5,0,2,Canceled,28/09/2019,0.3,12.99
"City Hotel",1,216,2019,October,43,19,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",1,NULL,0,Transient-Party,12,0,0,Canceled,11/09/2019,0.1,12.99
"City Hotel",1,40,2019,October,43,19,1,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",83,NULL,0,Contract,75.6,0,0,Canceled,14/10/2019,0.3,12.99
"City Hotel",1,48,2019,October,43,19,1,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,B,B,0,"No Deposit",13,NULL,0,Transient-Party,72.36,0,1,Canceled,02/09/2019,0.3,12.99
"City Hotel",1,40,2019,October,43,19,1,3,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",83,NULL,0,Contract,75.6,0,0,Canceled,14/10/2019,0.3,12.99
"City Hotel",1,48,2019,October,43,19,1,3,0,2,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,B,B,0,"No Deposit",13,NULL,0,Transient-Party,6,0,1,Canceled,02/09/2019,0.3,12.99
"City Hotel",1,63,2019,October,43,19,1,4,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,80.75,0,2,Canceled,05/10/2019,0.3,12.99
"City Hotel",1,67,2019,October,43,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",14,NULL,0,Transient,89.25,0,0,Canceled,24/09/2019,0.1,12.99
"City Hotel",1,65,2019,October,43,22,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,89.25,0,2,Canceled,22/08/2019,0.3,12.99
"City Hotel",1,45,2019,October,43,22,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",9,NULL,0,Contract,94.5,0,2,Canceled,16/09/2019,0.3,12.99
"City Hotel",1,45,2019,October,43,22,0,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,85.5,0,2,Canceled,16/09/2019,0.3,12.99
"City Hotel",1,50,2019,October,43,24,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,"Non Refund",NULL,NULL,0,Transient,146,0,0,Canceled,15/10/2019,0.1,17.99
"City Hotel",1,50,2019,October,43,24,1,1,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,"Non Refund",NULL,NULL,0,Transient,75,0,0,Canceled,07/10/2019,0.1,12.99
"City Hotel",1,48,2019,October,44,25,2,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,94.5,0,0,Canceled,10/09/2019,0.3,12.99
"City Hotel",1,60,2019,October,44,25,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,89.25,0,2,Canceled,26/08/2019,0.3,12.99
"City Hotel",1,81,2019,October,44,25,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,89.25,0,1,Canceled,06/08/2019,0.3,12.99
"City Hotel",1,47,2019,October,44,25,2,4,2,1,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",66,NULL,0,Transient-Party,159.75,0,2,Canceled,08/09/2019,0.3,17.99
"City Hotel",1,47,2019,October,44,25,2,4,2,2,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,F,F,0,"No Deposit",66,NULL,0,Transient-Party,198.68,0,1,Canceled,08/09/2019,0.3,17.99
"City Hotel",1,61,2019,October,44,26,1,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",6,NULL,0,Transient,72.24,0,1,Canceled,21/09/2019,0.3,12.99
